experiment_id,batch_id,time_min,temperature_c,ph,concentration_mg_L,dissolved_oxygen_%,absorbance_600nm,growth_rate,foam_level
EXP_036,BATCH_D,1335,36.94,6.19,144.39,32.51,2.877,0.148,4
EXP_036,BATCH_D,1350,36.97,6.04,146.18,34.46,2.917,0.09,3
EXP_036,BATCH_D,1365,37.02,6.2,144.12,41.31,2.895,0.0,1
EXP_036,BATCH_D,1380,37.0,6.06,143.6,40.86,2.88,0.028,1
EXP_036,BATCH_D,1395,37.03,6.09,145.78,34.13,2.901,0.093,3
EXP_036,BATCH_D,1410,37.07,6.14,144.78,39.49,2.898,0.0,2
EXP_036,BATCH_D,1425,37.09,6.15,144.35,34.15,2.891,0.116,3
EXP_036,BATCH_D,1440,37.12,6.14,146.89,32.77,2.922,0.247,5
EXP_036,BATCH_D,1455,36.95,6.1,146.33,40.91,2.94,0.0,1
EXP_036,BATCH_D,1470,36.91,6.14,146.07,42.54,2.902,0.0,1
EXP_036,BATCH_D,1485,37.25,6.07,144.55,39.74,2.912,0.0,2
EXP_036,BATCH_D,1500,36.99,6.2,142.92,41.19,2.865,0.0,1
EXP_036,BATCH_D,1515,36.94,6.12,144.03,25.03,2.876,0.277,6
EXP_036,BATCH_D,1530,36.9,6.07,145.3,30.34,2.92,0.227,5
EXP_036,BATCH_D,1545,37.09,6.03,145.31,41.94,2.921,0.0,1
EXP_036,BATCH_D,1560,36.8,6.09,144.21,35.61,2.904,0.069,3
EXP_036,BATCH_D,1575,37.05,6.12,146.65,40.25,2.935,0.0,1
EXP_036,BATCH_D,1590,37.08,6.13,145.36,41.85,2.902,0.0,1
EXP_036,BATCH_D,1605,37.02,6.15,144.91,34.12,2.9,0.12,3
EXP_036,BATCH_D,1620,37.03,6.11,145.93,34.75,2.926,0.089,3
EXP_036,BATCH_D,1635,37.15,6.11,144.79,40.89,2.918,0.0,2
EXP_036,BATCH_D,1650,37.07,6.19,145.32,39.36,2.908,0.0,1
EXP_036,BATCH_D,1665,37.07,6.11,144.79,39.51,2.889,0.024,2
EXP_036,BATCH_D,1680,37.05,6.12,145.5,40.03,2.913,0.011,1
EXP_036,BATCH_D,1695,37.0,6.16,144.83,41.1,2.891,0.0,1
EXP_036,BATCH_D,1710,37.01,6.19,145.1,32.03,2.905,0.124,3
EXP_036,BATCH_D,1725,36.82,6.04,145.94,37.1,2.916,0.044,3
EXP_036,BATCH_D,1740,37.0,6.18,146.05,39.17,2.914,0.0,1
EXP_036,BATCH_D,1755,36.91,6.22,145.81,32.58,2.908,0.13,3
EXP_036,BATCH_D,1770,37.22,6.14,146.77,38.78,2.94,0.0,1
EXP_036,BATCH_D,1785,36.99,6.12,145.49,40.0,2.904,0.0,1
EXP_036,BATCH_D,1800,36.91,6.06,144.02,42.0,2.888,0.0,1
EXP_036,BATCH_D,1815,36.94,6.16,143.78,36.8,2.886,0.03,1
EXP_036,BATCH_D,1830,37.07,6.18,144.55,33.72,2.894,0.116,3
EXP_036,BATCH_D,1845,36.95,6.2,145.67,39.88,2.909,0.046,2
EXP_036,BATCH_D,1860,37.15,6.15,145.51,43.15,2.903,0.009,1
EXP_036,BATCH_D,1875,37.12,6.28,145.89,34.07,2.911,0.143,4
EXP_036,BATCH_D,1890,36.99,6.07,146.74,37.7,2.932,0.0,1
EXP_036,BATCH_D,1905,37.12,6.1,144.61,42.22,2.902,0.0,1
EXP_036,BATCH_D,1920,36.95,6.09,146.09,39.23,2.923,0.0,1
EXP_036,BATCH_D,1935,37.0,6.17,144.86,38.58,2.902,0.0,1
EXP_036,BATCH_D,1950,36.94,6.12,146.1,40.67,2.92,0.0,1
EXP_036,BATCH_D,1965,36.94,6.11,145.82,39.61,2.895,0.0,1
EXP_036,BATCH_D,1980,36.88,6.15,145.92,32.97,2.904,0.092,2
EXP_037,BATCH_A,0,36.78,7.25,2.48,98.14,0.045,0.0,1
EXP_037,BATCH_A,15,37.12,7.27,2.4,98.35,0.045,0.0,1
EXP_037,BATCH_A,30,37.02,7.19,2.29,97.69,0.045,0.0,1
EXP_037,BATCH_A,45,36.96,7.24,2.54,98.36,0.045,0.0,1
EXP_037,BATCH_A,60,36.85,7.21,2.93,98.16,0.045,0.0,2
EXP_037,BATCH_A,75,36.95,7.2,2.39,97.26,0.045,0.0,1
EXP_037,BATCH_A,90,37.02,7.3,2.32,98.36,0.045,0.0,1
EXP_037,BATCH_A,105,36.99,7.26,2.58,96.75,0.045,0.0,1
EXP_037,BATCH_A,120,37.0,7.32,2.19,97.41,0.045,0.0,2
EXP_037,BATCH_A,135,36.88,7.18,2.64,95.51,0.045,0.0,2
EXP_037,BATCH_A,150,37.04,7.27,1.98,97.37,0.045,0.0,2
EXP_037,BATCH_A,165,36.99,7.27,3.09,97.53,0.045,0.0,1
EXP_037,BATCH_A,180,37.07,7.3,0.76,95.79,0.045,0.0,1
EXP_037,BATCH_A,195,37.05,7.29,2.48,99.14,0.045,0.0,1
EXP_037,BATCH_A,210,36.94,7.21,2.6,99.75,0.045,0.0,2
EXP_037,BATCH_A,225,37.07,7.22,2.45,95.67,0.045,0.0,2
EXP_037,BATCH_A,240,36.92,7.16,1.68,98.73,0.045,0.0,1
EXP_037,BATCH_A,255,37.26,7.23,2.43,94.44,0.045,0.0,1
EXP_037,BATCH_A,270,37.0,7.2,2.33,97.49,0.045,0.0,1
EXP_037,BATCH_A,285,36.93,7.27,2.22,97.56,0.045,0.0,2
EXP_037,BATCH_A,300,36.96,7.25,1.48,95.96,0.045,0.0,1
EXP_037,BATCH_A,315,36.96,7.23,3.69,95.32,0.045,0.0,1
EXP_037,BATCH_A,330,36.91,7.26,2.0,96.49,0.045,0.0,1
EXP_037,BATCH_A,345,36.98,7.26,2.66,97.6,0.045,0.0,1
EXP_037,BATCH_A,360,37.22,7.26,1.79,92.98,0.045,0.072,2
EXP_037,BATCH_A,375,37.09,7.33,3.31,93.22,0.059,0.131,4
EXP_037,BATCH_A,390,37.04,7.22,3.98,88.65,0.071,0.107,3
EXP_037,BATCH_A,405,37.0,7.25,4.42,97.86,0.081,0.0,1
EXP_037,BATCH_A,420,36.86,7.15,4.26,96.22,0.059,0.04,2
EXP_037,BATCH_A,435,37.02,7.19,4.42,79.65,0.089,0.367,8
EXP_037,BATCH_A,450,36.99,7.18,7.46,77.3,0.133,0.365,8
EXP_037,BATCH_A,465,36.83,7.19,8.11,91.8,0.162,0.134,3
EXP_037,BATCH_A,480,37.04,7.23,8.51,77.75,0.16,0.343,7
EXP_037,BATCH_A,495,36.91,7.06,10.38,66.3,0.23,0.544,10
EXP_037,BATCH_A,510,37.05,7.17,13.26,73.55,0.269,0.419,10
EXP_037,BATCH_A,525,37.13,7.07,16.37,62.67,0.314,0.575,10
EXP_037,BATCH_A,540,36.99,7.02,19.99,72.3,0.384,0.366,8
EXP_037,BATCH_A,555,36.9,7.06,18.64,65.27,0.387,0.535,10
EXP_037,BATCH_A,570,36.75,7.0,24.92,50.91,0.491,0.715,10
EXP_037,BATCH_A,585,37.11,6.99,26.16,55.82,0.53,0.628,10
EXP_037,BATCH_A,600,36.87,6.99,31.02,39.76,0.616,0.924,10
EXP_037,BATCH_A,615,37.07,7.05,35.1,33.57,0.715,0.98,10
EXP_037,BATCH_A,630,36.91,6.88,41.16,46.14,0.812,0.748,10
EXP_037,BATCH_A,645,36.97,6.87,42.3,28.49,0.865,1.041,10
EXP_037,BATCH_A,660,37.01,6.82,51.86,15.9,1.02,1.211,10
EXP_037,BATCH_A,675,36.93,6.88,54.46,11.08,1.107,1.326,10
EXP_037,BATCH_A,690,37.0,6.75,63.82,7.19,1.286,1.317,10
EXP_037,BATCH_A,705,36.92,6.59,68.59,12.96,1.37,1.143,10
EXP_037,BATCH_A,720,36.95,6.65,76.04,6.51,1.514,1.222,10
EXP_037,BATCH_A,735,37.21,6.65,81.18,7.05,1.615,1.212,10
EXP_037,BATCH_A,750,37.18,6.59,88.45,1.1,1.757,1.253,10
EXP_037,BATCH_A,765,36.88,6.46,92.73,20.4,1.865,0.838,10
EXP_037,BATCH_A,780,37.02,6.48,96.54,24.15,1.924,0.708,10
EXP_037,BATCH_A,795,36.92,6.4,99.22,7.42,2.007,0.979,10
EXP_037,BATCH_A,810,36.95,6.42,106.49,6.24,2.12,1.028,10
EXP_037,BATCH_A,825,37.16,6.41,109.84,14.45,2.213,0.794,10
EXP_037,BATCH_A,840,36.98,6.38,113.07,31.59,2.279,0.407,9
EXP_037,BATCH_A,855,36.88,6.34,114.68,20.36,2.294,0.665,10
EXP_037,BATCH_A,870,36.94,6.27,120.28,27.47,2.412,0.449,9
EXP_037,BATCH_A,885,36.96,6.33,118.96,31.85,2.384,0.371,9
EXP_037,BATCH_A,900,37.02,6.28,123.85,15.44,2.486,0.704,10
EXP_037,BATCH_A,915,37.12,6.19,126.33,25.8,2.524,0.467,10
EXP_037,BATCH_A,930,37.03,6.19,129.24,31.63,2.579,0.294,6
EXP_037,BATCH_A,945,37.14,6.34,128.8,44.6,2.583,0.026,1
EXP_037,BATCH_A,960,36.95,6.21,129.3,34.7,2.585,0.253,6
EXP_037,BATCH_A,975,36.99,6.23,130.63,34.95,2.634,0.244,6
EXP_037,BATCH_A,990,36.87,6.2,131.19,30.76,2.633,0.312,7
EXP_037,BATCH_A,1005,36.92,6.14,134.92,33.7,2.696,0.188,5
EXP_037,BATCH_A,1020,36.95,6.28,133.98,47.02,2.671,0.0,2
EXP_037,BATCH_A,1035,37.09,6.24,132.93,38.48,2.653,0.104,3
EXP_037,BATCH_A,1050,37.08,6.15,134.85,39.31,2.692,0.119,4
EXP_037,BATCH_A,1065,36.98,6.17,134.01,46.41,2.677,0.0,1
EXP_037,BATCH_A,1080,36.88,6.16,133.68,45.91,2.676,0.0,1
EXP_037,BATCH_A,1095,36.95,6.18,133.58,39.92,2.676,0.11,4
EXP_037,BATCH_A,1110,37.16,6.19,134.93,36.45,2.698,0.152,4
EXP_037,BATCH_A,1125,36.98,6.18,135.02,41.03,2.706,0.054,3
EXP_037,BATCH_A,1140,37.17,6.12,134.91,43.92,2.708,0.0,1
EXP_037,BATCH_A,1155,37.08,6.25,134.3,37.35,2.687,0.172,4
EXP_037,BATCH_A,1170,36.94,6.14,137.18,40.67,2.743,0.042,2
EXP_037,BATCH_A,1185,36.87,6.14,135.1,45.08,2.695,0.0,2
EXP_037,BATCH_A,1200,37.05,6.18,136.63,38.37,2.73,0.093,3
EXP_037,BATCH_A,1215,36.93,6.19,135.71,44.71,2.714,0.0,1
EXP_037,BATCH_A,1230,37.07,6.19,133.96,36.2,2.687,0.177,4
EXP_037,BATCH_A,1245,36.92,6.1,137.4,37.66,2.749,0.107,3
EXP_037,BATCH_A,1260,37.15,6.2,135.71,43.42,2.709,0.0,1
EXP_037,BATCH_A,1275,36.86,6.26,135.99,43.83,2.723,0.044,2
EXP_037,BATCH_A,1290,37.02,6.23,135.77,43.83,2.717,0.0,1
EXP_037,BATCH_A,1305,37.01,6.14,136.15,39.69,2.709,0.088,3
EXP_037,BATCH_A,1320,37.02,6.09,137.89,39.81,2.735,0.121,3
EXP_037,BATCH_A,1335,36.95,6.16,136.66,45.76,2.733,0.0,2
EXP_037,BATCH_A,1350,37.01,6.22,135.31,45.19,2.709,0.0,1
EXP_037,BATCH_A,1365,37.1,6.19,136.22,36.0,2.717,0.121,3
EXP_037,BATCH_A,1380,37.01,6.08,135.9,41.39,2.734,0.0,1
EXP_037,BATCH_A,1395,36.89,6.14,134.5,42.66,2.678,0.017,1
EXP_037,BATCH_A,1410,37.04,6.1,136.66,27.22,2.737,0.284,6
EXP_037,BATCH_A,1425,37.01,6.13,135.86,42.91,2.735,0.0,1
EXP_037,BATCH_A,1440,37.08,6.18,137.24,42.73,2.728,0.0,1
EXP_037,BATCH_A,1455,36.95,6.22,135.7,45.06,2.717,0.0,1
EXP_037,BATCH_A,1470,36.95,6.15,135.9,38.13,2.713,0.109,3
EXP_037,BATCH_A,1485,37.1,6.05,136.58,32.13,2.739,0.254,6
EXP_037,BATCH_A,1500,36.75,6.17,137.66,30.9,2.763,0.243,6
EXP_037,BATCH_B,0,37.12,7.2,1.69,97.88,0.045,0.0,2
EXP_037,BATCH_B,15,37.03,7.23,1.57,97.55,0.045,0.059,3
EXP_037,BATCH_B,30,37.03,7.18,3.05,97.76,0.057,0.0,2
EXP_037,BATCH_B,45,37.04,7.28,1.93,97.27,0.045,0.0,1
EXP_037,BATCH_B,60,36.85,7.2,1.95,96.37,0.045,0.0,1
EXP_037,BATCH_B,75,36.95,7.24,1.67,97.56,0.045,0.0,1
EXP_037,BATCH_B,90,37.03,7.22,2.14,96.34,0.045,0.0,1
EXP_037,BATCH_B,105,36.98,7.11,1.64,97.26,0.045,0.0,1
EXP_037,BATCH_B,120,37.1,7.17,2.71,98.52,0.045,0.0,1
EXP_037,BATCH_B,135,36.98,7.21,2.26,96.86,0.045,0.0,1
EXP_037,BATCH_B,150,36.91,7.2,1.98,97.66,0.045,0.0,1
EXP_037,BATCH_B,165,36.85,7.21,2.74,99.48,0.045,0.0,1
EXP_037,BATCH_B,180,37.1,7.24,2.5,97.68,0.045,0.0,1
EXP_037,BATCH_B,195,36.91,7.22,1.97,100.0,0.045,0.0,2
EXP_037,BATCH_B,210,37.11,7.12,2.77,94.63,0.045,0.0,2
EXP_037,BATCH_B,225,37.0,7.2,1.77,96.79,0.045,0.0,2
EXP_037,BATCH_B,240,36.96,7.15,2.48,97.12,0.045,0.0,1
EXP_037,BATCH_B,255,36.95,7.18,3.23,99.13,0.045,0.0,2
EXP_037,BATCH_B,270,37.12,7.23,1.75,100.0,0.045,0.0,1
EXP_037,BATCH_B,285,37.05,7.2,2.02,100.0,0.045,0.0,1
EXP_037,BATCH_B,300,36.93,7.17,2.94,99.6,0.045,0.0,1
EXP_037,BATCH_B,315,36.96,7.21,2.11,99.29,0.045,0.0,2
EXP_037,BATCH_B,330,36.94,7.23,1.81,96.62,0.045,0.0,1
EXP_037,BATCH_B,345,36.89,7.15,2.26,95.3,0.045,0.0,1
EXP_037,BATCH_B,360,36.94,7.13,1.06,95.41,0.045,0.0,1
EXP_037,BATCH_B,375,37.0,7.18,2.11,95.94,0.045,0.0,1
EXP_037,BATCH_B,390,37.03,7.13,2.32,99.24,0.045,0.0,1
EXP_037,BATCH_B,405,36.75,7.18,1.75,97.65,0.045,0.0,2
EXP_037,BATCH_B,420,36.98,7.23,2.5,99.23,0.045,0.0,1
EXP_037,BATCH_B,435,36.96,7.25,2.27,99.31,0.045,0.0,1
EXP_037,BATCH_B,450,37.06,7.12,2.26,95.23,0.045,0.033,2
EXP_037,BATCH_B,465,37.05,7.18,1.78,96.58,0.052,0.027,2
EXP_037,BATCH_B,480,36.98,7.17,3.1,98.45,0.05,0.0,1
EXP_037,BATCH_B,495,37.0,7.14,1.72,97.82,0.045,0.0,1
EXP_037,BATCH_B,510,37.17,7.15,2.47,83.74,0.049,0.241,6
EXP_037,BATCH_B,525,37.07,7.22,5.0,80.8,0.093,0.348,9
EXP_037,BATCH_B,540,36.99,7.18,5.81,91.04,0.119,0.086,3
EXP_037,BATCH_B,555,36.86,7.09,5.83,93.44,0.11,0.082,3
EXP_037,BATCH_B,570,36.98,7.14,6.52,81.27,0.135,0.297,7
EXP_037,BATCH_B,585,37.12,7.13,8.37,76.71,0.17,0.391,10
EXP_037,BATCH_B,600,36.99,7.07,11.33,82.01,0.213,0.302,7
EXP_037,BATCH_B,615,37.05,7.13,11.46,83.87,0.23,0.227,5
EXP_037,BATCH_B,630,37.07,6.98,13.27,66.87,0.259,0.51,10
EXP_037,BATCH_B,645,37.13,7.11,16.72,67.76,0.332,0.445,9
EXP_037,BATCH_B,660,37.1,7.12,18.63,59.79,0.348,0.648,10
EXP_037,BATCH_B,675,37.15,6.99,23.06,47.48,0.462,0.887,10
EXP_037,BATCH_B,690,36.9,6.93,26.16,52.13,0.525,0.702,10
EXP_037,BATCH_B,705,37.1,6.97,30.47,39.4,0.602,0.926,10
EXP_037,BATCH_B,720,37.04,6.92,35.74,33.35,0.711,1.023,10
EXP_037,BATCH_B,735,37.04,6.93,40.0,37.2,0.807,0.943,10
EXP_037,BATCH_B,750,37.13,6.82,44.42,17.88,0.899,1.272,10
EXP_037,BATCH_B,765,37.02,6.8,52.05,0.0,1.061,1.666,10
EXP_037,BATCH_B,780,36.94,6.79,61.46,0.0,1.232,1.678,10
EXP_037,BATCH_B,795,36.94,6.58,70.35,4.07,1.397,1.35,10
EXP_037,BATCH_B,810,37.03,6.63,74.95,0.0,1.502,1.519,10
EXP_037,BATCH_B,825,36.96,6.53,84.54,0.0,1.701,1.69,10
EXP_037,BATCH_B,840,37.05,6.4,91.83,0.0,1.84,1.627,10
EXP_037,BATCH_B,855,36.98,6.43,101.4,0.0,2.026,1.855,10
EXP_037,BATCH_B,870,36.67,6.31,109.98,0.0,2.211,1.64,10
EXP_037,BATCH_B,885,37.11,6.11,117.88,0.0,2.354,1.722,10
EXP_037,BATCH_B,900,36.83,6.17,127.15,0.0,2.556,1.464,10
EXP_037,BATCH_B,915,37.18,6.16,131.84,0.0,2.647,1.227,10
EXP_037,BATCH_B,930,36.79,6.04,139.95,0.0,2.801,1.382,10
EXP_037,BATCH_B,945,36.94,6.06,146.18,0.0,2.924,1.211,10
EXP_037,BATCH_B,960,37.17,5.95,152.0,0.0,3.043,1.197,10
EXP_037,BATCH_B,975,37.13,5.94,158.83,0.0,3.163,1.106,10
EXP_037,BATCH_B,990,36.99,5.87,162.92,0.0,3.264,0.801,10
EXP_037,BATCH_B,1005,37.03,5.9,166.09,0.0,3.323,0.937,10
EXP_037,BATCH_B,1020,36.96,5.81,171.07,0.0,3.452,0.647,10
EXP_037,BATCH_B,1035,37.09,5.81,172.41,13.21,3.452,0.364,9
EXP_037,BATCH_B,1050,37.08,5.79,176.97,0.0,3.525,0.639,10
EXP_037,BATCH_B,1065,37.09,5.8,178.48,0.0,3.58,0.576,10
EXP_037,BATCH_B,1080,37.07,5.75,181.57,0.0,3.64,0.476,10
EXP_037,BATCH_B,1095,37.09,5.75,183.98,16.76,3.675,0.219,5
EXP_037,BATCH_B,1110,37.22,5.6,183.98,9.21,3.684,0.333,7
EXP_037,BATCH_B,1125,37.0,5.77,187.19,8.64,3.742,0.301,6
EXP_037,BATCH_B,1140,37.18,5.64,187.16,23.52,3.744,0.0,1
EXP_037,BATCH_B,1155,36.88,5.68,186.38,14.98,3.724,0.203,5
EXP_037,BATCH_B,1170,36.96,5.61,189.55,11.13,3.785,0.217,5
EXP_037,BATCH_B,1185,36.91,5.65,188.14,22.73,3.767,0.004,2
EXP_037,BATCH_B,1200,37.14,5.7,189.53,21.88,3.786,0.0,1
EXP_037,BATCH_B,1215,36.94,5.79,186.57,23.7,3.744,0.0,1
EXP_037,BATCH_B,1230,36.94,5.7,188.41,11.97,3.775,0.217,5
EXP_037,BATCH_B,1245,36.92,5.72,189.15,3.39,3.787,0.416,9
EXP_037,BATCH_B,1260,37.02,5.72,192.37,18.49,3.858,0.071,2
EXP_037,BATCH_B,1275,36.94,5.64,190.5,21.95,3.801,0.0,2
EXP_037,BATCH_B,1290,36.92,5.66,191.9,18.07,3.831,0.078,2
EXP_037,BATCH_B,1305,36.98,5.67,190.67,18.77,3.817,0.042,2
EXP_037,BATCH_B,1320,36.9,5.57,192.47,10.34,3.84,0.204,6
EXP_037,BATCH_B,1335,37.0,5.67,193.25,18.07,3.858,0.083,2
EXP_037,BATCH_B,1350,36.84,5.62,192.56,19.64,3.857,0.0,2
EXP_037,BATCH_B,1365,37.15,5.66,190.13,20.4,3.822,0.0,1
EXP_037,BATCH_B,1380,36.94,5.64,190.63,22.59,3.827,0.0,1
EXP_037,BATCH_B,1395,37.2,5.74,190.93,17.86,3.818,0.092,3
EXP_037,BATCH_B,1410,37.19,5.66,192.56,11.77,3.846,0.197,6
EXP_037,BATCH_B,1425,37.04,5.71,192.77,21.93,3.858,0.014,1
EXP_037,BATCH_B,1440,37.09,5.59,193.17,15.55,3.849,0.083,3
EXP_037,BATCH_B,1455,36.93,5.72,193.96,21.21,3.874,0.026,1
EXP_037,BATCH_B,1470,37.06,5.68,192.53,24.24,3.854,0.0,1
EXP_037,BATCH_B,1485,36.97,5.7,193.0,21.34,3.846,0.0,1
EXP_037,BATCH_B,1500,37.03,5.63,191.09,18.95,3.832,0.0,1
EXP_037,BATCH_B,1515,36.97,5.73,192.33,17.72,3.837,0.03,1
EXP_037,BATCH_B,1530,37.07,5.74,191.69,20.1,3.838,0.072,3
EXP_037,BATCH_B,1545,37.09,5.66,193.21,13.5,3.851,0.16,4
EXP_037,BATCH_B,1560,37.03,5.61,194.51,16.11,3.87,0.107,3
EXP_037,BATCH_B,1575,36.96,5.73,192.65,20.35,3.873,0.014,1
EXP_037,BATCH_B,1590,37.1,5.66,195.11,23.0,3.873,0.0,2
EXP_037,BATCH_B,1605,37.04,5.68,192.05,20.41,3.851,0.0,1
EXP_037,BATCH_B,1620,36.99,5.63,193.36,23.88,3.859,0.0,1
EXP_037,BATCH_B,1635,37.11,5.7,191.82,22.62,3.85,0.0,1
EXP_037,BATCH_B,1650,37.07,5.67,192.04,21.53,3.836,0.0,2
EXP_037,BATCH_B,1665,36.85,5.71,191.96,22.23,3.837,0.0,2
EXP_037,BATCH_B,1680,36.97,5.65,191.37,17.64,3.833,0.104,3
EXP_037,BATCH_B,1695,37.06,5.63,193.59,14.73,3.857,0.132,4
EXP_037,BATCH_B,1710,36.95,5.71,193.5,24.06,3.859,0.0,2
EXP_037,BATCH_B,1725,37.1,5.66,192.99,22.34,3.852,0.0,2
EXP_037,BATCH_B,1740,37.01,5.71,191.27,20.33,3.833,0.0,1
EXP_037,BATCH_B,1755,37.17,5.71,191.87,23.14,3.835,0.0,1
EXP_037,BATCH_B,1770,37.04,5.67,190.08,21.52,3.823,0.054,2
EXP_037,BATCH_B,1785,37.19,5.66,191.94,16.95,3.845,0.119,4
EXP_037,BATCH_B,1800,37.13,5.57,192.75,16.9,3.847,0.086,2
EXP_037,BATCH_B,1815,37.22,5.59,192.51,21.41,3.863,0.0,1
EXP_037,BATCH_B,1830,36.97,5.67,190.6,23.37,3.832,0.02,2
EXP_037,BATCH_B,1845,37.02,5.69,193.04,16.56,3.867,0.071,3
EXP_037,BATCH_B,1860,37.07,5.62,192.24,17.75,3.846,0.0,1
EXP_037,BATCH_B,1875,37.07,5.68,192.28,17.98,3.844,0.065,2
EXP_037,BATCH_B,1890,37.08,5.56,192.69,14.79,3.859,0.118,3
EXP_037,BATCH_B,1905,36.91,5.57,193.58,18.45,3.868,0.026,2
EXP_037,BATCH_B,1920,36.93,5.66,193.04,20.25,3.864,0.0,2
EXP_037,BATCH_B,1935,37.12,5.64,191.51,23.72,3.833,0.0,2
EXP_037,BATCH_B,1950,36.97,5.72,193.75,21.68,3.864,0.024,1
EXP_037,BATCH_B,1965,37.09,5.62,191.93,23.4,3.838,0.0,2
EXP_037,BATCH_B,1980,36.88,5.68,191.49,15.46,3.838,0.109,3
EXP_037,BATCH_B,1995,36.94,5.68,193.93,10.37,3.86,0.211,6
EXP_037,BATCH_B,2010,37.03,5.7,193.66,16.76,3.881,0.063,3
EXP_037,BATCH_B,2025,37.14,5.6,194.61,21.07,3.873,0.0,1
EXP_037,BATCH_B,2040,37.11,5.75,191.57,20.23,3.836,0.0,2
EXP_037,BATCH_B,2055,37.09,5.66,193.31,23.07,3.854,0.0,1
EXP_037,BATCH_B,2070,36.99,5.69,189.7,20.36,3.804,0.023,2
EXP_037,BATCH_B,2085,37.14,5.68,193.21,5.12,3.858,0.302,7
EXP_037,BATCH_B,2100,36.81,5.61,193.34,14.99,3.864,0.142,3
EXP_037,BATCH_B,2115,37.05,5.59,193.38,18.8,3.887,0.0,1
EXP_037,BATCH_B,2130,36.91,5.66,192.14,18.0,3.85,0.0,1
EXP_037,BATCH_B,2145,37.02,5.69,190.62,23.2,3.823,0.0,1
EXP_037,BATCH_B,2160,36.97,5.64,192.52,13.26,3.838,0.216,4
EXP_037,BATCH_B,2175,36.99,5.81,193.47,21.77,3.866,0.0,1
EXP_037,BATCH_B,2190,36.96,5.72,190.65,23.61,3.813,0.0,1
EXP_037,BATCH_B,2205,37.02,5.59,192.23,16.2,3.851,0.103,2
EXP_037,BATCH_B,2220,37.07,5.66,192.16,17.24,3.834,0.105,3
EXP_037,BATCH_B,2235,36.88,5.57,193.46,17.85,3.872,0.116,3
EXP_037,BATCH_B,2250,36.94,5.64,191.77,21.6,3.857,0.0,1
EXP_037,BATCH_B,2265,37.06,5.62,193.2,22.94,3.855,0.0,2
EXP_037,BATCH_B,2280,36.99,5.68,191.39,15.37,3.822,0.063,2
EXP_037,BATCH_B,2295,36.96,5.69,193.85,14.82,3.867,0.099,2
EXP_037,BATCH_B,2310,36.9,5.7,192.27,22.0,3.841,0.0,1
EXP_037,BATCH_B,2325,36.98,5.58,192.47,16.67,3.856,0.06,2
EXP_037,BATCH_B,2340,36.95,5.69,191.81,21.36,3.854,0.0,1
EXP_037,BATCH_B,2355,37.07,5.54,192.26,20.21,3.847,0.0,1
EXP_037,BATCH_B,2370,37.11,5.69,192.55,21.18,3.837,0.0,1
EXP_037,BATCH_B,2385,37.06,5.73,189.34,15.43,3.794,0.172,5
EXP_037,BATCH_B,2400,36.96,5.69,193.73,5.96,3.871,0.309,9
EXP_037,BATCH_B,2415,37.14,5.68,192.88,26.74,3.856,0.0,1
EXP_037,BATCH_B,2430,37.1,5.77,191.32,22.22,3.822,0.0,1
EXP_037,BATCH_B,2445,36.91,5.68,191.76,21.16,3.834,0.005,1
EXP_037,BATCH_B,2460,37.08,5.56,191.54,16.92,3.823,0.098,4
EXP_037,BATCH_B,2475,36.98,5.61,192.84,16.22,3.853,0.12,4
EXP_037,BATCH_B,2490,37.03,5.79,192.17,18.13,3.847,0.023,1
EXP_037,BATCH_B,2505,37.06,5.69,192.58,20.51,3.858,0.031,1
EXP_037,BATCH_B,2520,37.07,5.66,192.02,19.46,3.853,0.032,1
EXP_037,BATCH_B,2535,36.9,5.7,193.23,21.52,3.864,0.0,1
EXP_037,BATCH_B,2550,36.97,5.65,191.66,20.41,3.837,0.0,1
EXP_037,BATCH_B,2565,36.99,5.62,192.32,12.13,3.855,0.118,3
EXP_037,BATCH_B,2580,37.02,5.6,193.0,17.14,3.861,0.06,2
EXP_037,BATCH_B,2595,36.94,5.67,193.3,20.12,3.867,0.0,1
EXP_037,BATCH_B,2610,37.07,5.67,192.62,20.79,3.856,0.0,2
EXP_037,BATCH_B,2625,37.04,5.62,192.89,20.92,3.843,0.0,1
EXP_037,BATCH_B,2640,37.0,5.64,190.86,12.07,3.835,0.221,5
EXP_037,BATCH_B,2655,36.81,5.66,194.81,10.73,3.887,0.181,4
EXP_037,BATCH_B,2670,36.92,5.66,192.96,21.73,3.871,0.0,1
EXP_037,BATCH_B,2685,37.04,5.68,190.85,21.91,3.834,0.0,1
EXP_037,BATCH_B,2700,37.0,5.71,192.67,20.42,3.855,0.059,2
EXP_037,BATCH_B,2715,37.0,5.66,192.74,17.47,3.846,0.056,2
EXP_037,BATCH_B,2730,36.85,5.66,194.17,15.74,3.866,0.0,1
EXP_037,BATCH_B,2745,36.95,5.61,191.42,22.33,3.842,0.0,1
EXP_037,BATCH_B,2760,36.96,5.7,191.45,20.87,3.826,0.0,1
EXP_037,BATCH_B,2775,37.06,5.58,191.88,19.54,3.82,0.017,1
EXP_037,BATCH_B,2790,37.09,5.71,190.47,16.75,3.829,0.073,3
EXP_037,BATCH_B,2805,36.89,5.67,191.98,23.3,3.835,0.025,1
EXP_037,BATCH_B,2820,37.08,5.66,192.18,23.53,3.834,0.0,1
EXP_038,BATCH_A,0,36.81,7.17,2.28,98.99,0.045,0.0,1
